"Anatomical Structures, Cell Types and Biomarkers Table for Blood Vasculature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Griffin Weber; Sujin Lee; Rajeev Malhotra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-2597-881X; 0000-0002-6692-6880; 0000-0003-0120-4630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Marc Halushka; Avinash Boppana; Katherine S Gustilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-7112-7389; 0000-0003-0834-8274; 0000-0002-5574-4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Netter FH. Atlas of human anatomy. Philadelphia, PA: Saunders/Elsevier. 2006.; Gray H. Gray's Anatomy: The Anatomical Basis of Clinical Practice (40th ed.). Churchill-Livingstone, Elsevier. 2008.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM546.QZBB.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,15-Jun-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,AS/8,AS/8/LABEL,AS/8/ID,AS/9,AS/9/LABEL,AS/9/ID,AS/10,AS/10/LABEL,AS/10/ID,AS/11,AS/11/LABEL,AS/11/ID,AS/12,AS/12/LABEL,AS/12/ID,AS/13,AS/13/LABEL,AS/13/ID,AS/14,AS/14/LABEL,AS/14/ID,AS/15,AS/15/LABEL,AS/15/ID,AS/16,AS/16/LABEL,AS/16/ID,AS/17,AS/17/LABEL,AS/17/ID,AS/18,AS/18/LABEL,AS/18/ID,AS/19,AS/19/LABEL,AS/19/ID,AS/20,AS/20/LABEL,AS/20/ID,CT/1,CT/1/LABEL,CT/1/ID,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,FTU/1/NOTES,REF/1,REF/1/ID,REF/1/NOTES
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,lateral inferior segmental hepatic portal vein,Lateral inferior segmental branch of left portal vein,FMA:15432,left lateral hepatic portal vein,,,left hepatic portal vein,Left portal vein,FMA:15415,hepatic portal vein,hepatic portal vein,UBERON:0001639,superior mesenteric vein,superior mesenteric vein,UBERON:0001138,right colic vein,right colic vein,UBERON:8410018,vena recta of large intestine #4,,,,,,,,,,,,,,,,,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,,,,,"Kachlik D, Baca V, Stingl J. The spatial arrangement of the human large intestinal wall blood circulation. J Anat. 2010 Mar;216(3):335-43. doi: 10.1111/j.1469-7580.2009.01199.x. PMID: 20447248; PMCID: PMC2829392.",https://doi.org/10.1111/j.1469-7580.2009.01199.x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,lateral inferior segmental hepatic portal vein,Lateral inferior segmental branch of left portal vein,FMA:15432,left lateral hepatic portal vein,,,left hepatic portal vein,Left portal vein,FMA:15415,hepatic portal vein,hepatic portal vein,UBERON:0001639,superior mesenteric vein,superior mesenteric vein,UBERON:0001138,right gastroepiploic vein,Right gastroepiploic vein,FMA:15397,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,https://en.wikipedia.org/wiki/Right_gastroepiploic_vein,https://en.wikipedia.org/wiki/Right_gastroepiploic_vein,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,lateral inferior segmental hepatic portal vein,Lateral inferior segmental branch of left portal vein,FMA:15432,left lateral hepatic portal vein,,,left hepatic portal vein,Left portal vein,FMA:15415,hepatic portal vein,hepatic portal vein,UBERON:0001639,superior mesenteric vein,superior mesenteric vein,UBERON:0001138,right gastroepiploic vein,Right gastroepiploic vein,FMA:15397,,,,,,,,,,,,,,,,,,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Right_gastroepiploic_vein,https://en.wikipedia.org/wiki/Right_gastroepiploic_vein,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,lateral inferior segmental hepatic portal vein,Lateral inferior segmental branch of left portal vein,FMA:15432,left lateral hepatic portal vein,,,left hepatic portal vein,Left portal vein,FMA:15415,hepatic portal vein,hepatic portal vein,UBERON:0001639,superior mesenteric vein,superior mesenteric vein,UBERON:0001138,right gastroepiploic vein,Right gastroepiploic vein,FMA:15397,anterior superior pancreaticoduodenal vein,Anterior superior pancreaticoduodenal vein,FMA:0329297,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,https://radiopaedia.org/articles/pancreaticoduodenal-veins,https://radiopaedia.org/articles/pancreaticoduodenal-veins,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,lateral inferior segmental hepatic portal vein,Lateral inferior segmental branch of left portal vein,FMA:15432,left lateral hepatic portal vein,,,left hepatic portal vein,Left portal vein,FMA:15415,hepatic portal vein,hepatic portal vein,UBERON:0001639,superior mesenteric vein,superior mesenteric vein,UBERON:0001138,right gastroepiploic vein,Right gastroepiploic vein,FMA:15397,anterior superior pancreaticoduodenal vein,Anterior superior pancreaticoduodenal vein,FMA:0329297,,,,,,,,,,,,,,,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,,,,,https://radiopaedia.org/articles/pancreaticoduodenal-veins,https://radiopaedia.org/articles/pancreaticoduodenal-veins,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,lateral inferior segmental hepatic portal vein,Lateral inferior segmental branch of left portal vein,FMA:15432,left lateral hepatic portal vein,,,left hepatic portal vein,Left portal vein,FMA:15415,hepatic portal vein,hepatic portal vein,UBERON:0001639,superior vein of Sappey,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,"Vummidi, D., Bhargava, P., Medverd, J. R., Virgin, J. B., Oliveira, G. R., & Vaidya, S. (2015). Pseudolesion in segment IV A of the liver from vein of Sappey secondary to SVC obstruction. Radiology case reports, 5(3), 394.",https://doi.org/10.2484/rcr.v5i3.394,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,lateral inferior segmental hepatic portal vein,Lateral inferior segmental branch of left portal vein,FMA:15432,left lateral hepatic portal vein,,,left hepatic portal vein,Left portal vein,FMA:15415,hepatic portal vein,hepatic portal vein,UBERON:0001639,superior vein of Sappey,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,,,,,"Vummidi, D., Bhargava, P., Medverd, J. R., Virgin, J. B., Oliveira, G. R., & Vaidya, S. (2015). Pseudolesion in segment IV A of the liver from vein of Sappey secondary to SVC obstruction. Radiology case reports, 5(3), 394.",https://doi.org/10.2484/rcr.v5i3.394,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,lateral inferior segmental hepatic portal vein,Lateral inferior segmental branch of left portal vein,FMA:15432,left lateral hepatic portal vein,,,left hepatic portal vein,Left portal vein,FMA:15415,hepatic portal vein,hepatic portal vein,UBERON:0001639,vein of Burow,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,https://medical-dictionary.thefreedictionary.com/Burow+vein,https://medical-dictionary.thefreedictionary.com/Burow+vein,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,lateral inferior segmental hepatic portal vein,Lateral inferior segmental branch of left portal vein,FMA:15432,left lateral hepatic portal vein,,,left hepatic portal vein,Left portal vein,FMA:15415,hepatic portal vein,hepatic portal vein,UBERON:0001639,vein of Burow,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,,,,,https://medical-dictionary.thefreedictionary.com/Burow+vein,https://medical-dictionary.thefreedictionary.com/Burow+vein,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,lateral superior segmental hepatic portal vein,Lateral superior segmental branch of left portal vein,FMA:15431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,lateral superior segmental hepatic portal vein,Lateral superior segmental branch of left portal vein,FMA:15431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,lateral superior segmental hepatic portal vein,Lateral superior segmental branch of left portal vein,FMA:15431,left lateral hepatic portal vein #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,lateral superior segmental hepatic portal vein,Lateral superior segmental branch of left portal vein,FMA:15431,left lateral hepatic portal vein #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,left portal vein of caudate lobe,Caudate lobe branch of left portal vein,FMA:15425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,left portal vein of caudate lobe,Caudate lobe branch of left portal vein,FMA:15425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,left portal vein of caudate lobe,Caudate lobe branch of left portal vein,FMA:15425,left hepatic portal vein #3,Left portal vein,FMA:15415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,left portal vein of caudate lobe,Caudate lobe branch of left portal vein,FMA:15425,left hepatic portal vein #3,Left portal vein,FMA:15415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,medial inferior segmental hepatic portal vein,Medial inferior segmental branch of left portal vein,FMA:15429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,medial inferior segmental hepatic portal vein,Medial inferior segmental branch of left portal vein,FMA:15429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,medial inferior segmental hepatic portal vein,Medial inferior segmental branch of left portal vein,FMA:15429,left medial hepatic portal vein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,medial inferior segmental hepatic portal vein,Medial inferior segmental branch of left portal vein,FMA:15429,left medial hepatic portal vein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,medial inferior segmental hepatic portal vein,Medial inferior segmental branch of left portal vein,FMA:15429,left medial hepatic portal vein,,,left hepatic portal vein #2,Left portal vein,FMA:15415,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,medial inferior segmental hepatic portal vein,Medial inferior segmental branch of left portal vein,FMA:15429,left medial hepatic portal vein,,,left hepatic portal vein #2,Left portal vein,FMA:15415,,,,,,,,,,,,,,,,,,,,,,,,,,,,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
blood vasculature,blood vasculature,UBERON:0004537,right atrium,right cardiac atrium,UBERON:0002078,inferior vena cava,posterior vena cava,UBERON:0001072,left hepatic vein,left hepatic vein,UBERON:0011955,segmental hepatic vein,,,central vein of liver,central vein of liver,UBERON:0006841,hepatic sinusoid,hepatic sinusoid,UBERON:0001281,hepatic portal venule,,,medial superior segmental hepatic portal vein,Medial superior segmental branch of left portal vein,FMA:15428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,,,,,"Garg S, Sahni D, Kumar H, Yadav TD, Aggarwal A, Gupta T. The segmental branching of the hepatic arteries in the liver: a cadaveric study. Anat Sci Int. 2019 Mar;94(2):216-223. doi: 10.1007/s12565-018-00475-x. Epub 2019 Jan 7. PMID: 30617459.",https://doi.org/10.1007/s12565-018-00475-x,For AS
