"Anatomical Structures, Cell Types and Biomarkers Table for Single Lobe Lung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Gloria Pryhuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-9185-3994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Martijn Nawijn; Ellen Quardokus; Gail Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0003-3372-6521; 0000-0001-7655-4833; 0000-0002-0571-0285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"https://doi.org/10.1038/s41586-020-2922-4; https://doi.org/10.1152/physrev.00001.2018; https://doi.org/10.1038/s41586-018-0394-6;https://doi.org/10.1172/jci.insight.90558; https://doi.org/10.1126/sciadv.aba1983; https://doi.org/10.7554/eLife.62522; https://doi.org/10.1164/rccm.201911-2199OC; Gray's Anatomy The Anatomical Basis of Clinical Practice ed.Standring, S. Elsevier. 2021 ISBN:978-0-7020-7705-0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM827.NKZG.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,15-Jun-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/1/Notes,AS/2,AS/2/LABEL,AS/2/ID,AS/2/Notes,AS/3,AS/3/LABEL,AS/3/ID,AS/3/Notes,AS/4,AS/4/LABEL,AS/4/ID,AS/4/Notes,AS/5,AS/5/LABEL,AS/5/ID,AS/5/Notes,AS/6,AS/6/LABEL,AS/6/ID,AS/6/Notes,AS/7,AS/7/LABEL,AS/7/ID,AS/7/Notes,AS/8,AS/8/LABEL,AS/8/ID,AS/8/Notes,AS/9,AS/9/LABEL,AS/9/ID,AS/9/Notes,AS/10,AS/10/LABEL,AS/10/ID,AS/10/Notes,AS/11,AS/11/LABEL,AS/11/ID,AS/11/Notes,AS/12,AS/12/LABEL,AS/12/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/1/NOTES,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/2/NOTES,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/3/NOTES,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/4/NOTES,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/5/NOTES,BGene/6,BGene/6/LABEL,BGene/6/ID,BGene/6/NOTES,BGene/7,BGene/7/LABEL,BGene/7/ID,BGene/7/NOTES,BGene/8,BGene/8/LABEL,BGene/8/ID,BGene/8/NOTES,BGene/9,BGene/9/LABEL,BGene/9/ID,BGene/9/NOTES,BGene/10,BGene/10/LABEL,BGene/10/ID,BGene/10/NOTES,BGene/11,BGene/11/LABEL,BGene/11/ID,BGene/11/NOTES,BGene/12,BGene/12/LABEL,BGene/12/ID,BGene/12/NOTES,BGene/13,BGene/13/LABEL,BGene/13/ID,BGene/13/NOTES,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/1/NOTES,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/2/NOTES,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/3/NOTES,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/4/NOTES,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/5/NOTES,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,BProtein/6/NOTES,BProtein/7,BProtein/7/LABEL,BProtein/7/ID,BProtein/7/NOTES,,,FTU/1,FTU/1/LABEL,FTU/1/ID,FTU/1/NOTES,FTU/2,FTU/2/LABEL,FTU/2/ID,REF/1,REF/1/ID,REF/1/NOTES,REF/2,REF/2/ID,REF/2/NOTES
respiratory system,respiratory system,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,tracheobronchial tree,tracheobronchial tree,UBERON:0007196,,bronchopulmonary segment,bronchopulmonary segment,UBERON:8600017,REQUEST; Done,subsegmental bronchus,subsegmental bronchus,UBERON:8600009,,proximal bronchiole,primary bronchiole,UBERON:0012067,Uberon has arising from segmental bronchus should be subsegmental bronchus,lobular bronchiole,lobular bronchiole,UBERON:8600000,proximally connected to' terminal bronchiole,epithelium of bronchiole,epithelium of bronchiole,UBERON:0002051,,,,,,,,,,,,,basal cell of epithelium of lobular bronchiole,basal cell of epithelium of lobular bronchiole,CL:1000352,,CDH1,CDH1,HGNC:1748,level 1,EPCAM,epithelial cell adhesion molecule,HGNC:11529,level 1,ELF3,E74 like ETS transcription factor 3,HGNC:3318,level 1,FXYD3,FXYD domain containing ion transport regulator 3,HGNC:4027,level 1,TSPAN1,tetraspanin 1,HGNC:20657,level 2,TP63,tumor protein p63,HGNC:15979,level 3,KRT5,keratin 5,HGNC:6442,level 3,NGFR,nerve growth factor receptor,HGNC:7809,level 3,,,,,,,,,,,,,,,,,,,,,TP63,tumor protein p63,HGNC:15979,level 3,KRT5,keratin 5,HGNC:6442,level 3,NGFR,nerve growth factor,HGNC:7809,level 3,TRPC6,transient receptor potential cation channel subfamily C member 6,HGNC:12338,level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,tracheobronchial tree,tracheobronchial tree,UBERON:0007196,,bronchopulmonary segment,bronchopulmonary segment,UBERON:8600017,REQUEST; Done,subsegmental bronchus,subsegmental bronchus,UBERON:8600009,,proximal bronchiole,primary bronchiole,UBERON:0012067,Uberon has arising from segmental bronchus should be subsegmental bronchus,lobular bronchiole,lobular bronchiole,UBERON:8600000,proximally connected to' terminal bronchiole,smooth muscle tissue of bronchiole,smooth muscle tissue of bronchiole,UBERON:0004515,,,,,,,,,,,,,bronchiolar smooth muscle cell,bronchiolar smooth muscle cell,CL:4033017,,COL1A2,collagen type I alpha 2 chain,HGNC:2198,level 1,DCN,decorin,HGNC:2705,level 1,MFAP4,microfibril associated protein 4,HGNC:7035,level 1,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,level 2,DES,desmin,HGNC:2770,level 2,CNN1,calponin 1,HGNC:2155,level 3,TAGLN,transgelin,HGNC:11553,level 3,PLN,phospholamban,HGNC:9080,level 3,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,level 3,MYH11,myosin heavy chain 11,HGNC:7569,level 3,,,,,,,,,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,level 3,TAGLN,transgelin,HGNC:11553,level 3,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,level 3,CNN1,calponin 1,HGNC:2155,level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
respiratory system,respiratory system,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,lung,lung,UBERON:0002048,,secondary pulmonary lobule,secondary pulmonary lobule,UBERON:0010369,,terminal/ transitional bronchiole,terminal bronchiole,UBERON:0002187,3-5 terminal bronchioles compose a secondary Pulm lobule,smooth muscle tissue of terminal bronchiole,smooth muscle tissue of terminal bronchiole,UBERON:0004516,,,,,,,,,,,,,,,,,,,,,bronchiolar smooth muscle cell,bronchiolar smooth muscle cell,CL:4033017,,COL1A2,collagen type I alpha 2 chain,HGNC:2198,level 1,DCN,decorin,HGNC:2705,level 1,MFAP4,microfibril associated protein 4,HGNC:7035,level 1,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,level 2,DES,desmin,HGNC:2770,level 2,CNN1,calponin 1,HGNC:2155,level 3,TAGLN,transgelin,HGNC:11553,level 3,PLN,phospholamban,HGNC:9080,level 3,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,level 3,MYH11,myosin heavy chain 11,HGNC:7569,level 3,,,,,,,,,,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,level 3,TAGLN,transgelin,HGNC:11553,level 3,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,level 3,CNN1,calponin 1,HGNC:2155,level 3,,,,,,,,,,,,,,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,,,,,"Heitzman, E. Robert, Bedros Markarian, Ira Berger, and Edwin Dailey. “The Secondary Pulmonary Lobule: A Practical Concept for Interpretation of Chest Radiographs.” Radiology 93, no. 3 (September 1, 1969): 507–12. https://doi.org/10.1148/93.3.507.",https://doi.org/10.1148/93.3.507,,"Lynne Reid. “The Secondary Lobule in the Adult Human Lung, with Special Reference to Its Appearance in Bronchograms.” Thorax 13, no. 2 (June 1, 1958): 110. https://doi.org/10.1136/thx.13.2.110.",https://doi.org/10.1136/thx.13.2.110,
respiratory system,respiratory system,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,lung,lung,UBERON:0002048,,secondary pulmonary lobule,secondary pulmonary lobule,UBERON:0010369,,terminal/ transitional bronchiole,terminal bronchiole,UBERON:0002187,3-5 terminal bronchioles compose a secondary Pulm lobule,terminal bronchiole epithelium,terminal bronchiole epithelium,UBERON:0001958,,,,,,,,,,,,,,,,,,,,,lung ciliated cell,lung ciliated cell,CL:1000271,,CDH1,CDH1,HGNC:1748,level 1,EPCAM,epithelial cell adhesion molecule,HGNC:11529,level 1,ELF3,E74 like ETS transcription factor 3,HGNC:3318,level 1,FXYD3,FXYD domain containing ion transport regulator 3,HGNC:4027,level 1,TSPAN1,tetraspanin 1,HGNC:20657,level 2,FOXJ1,forkhead box J1,HGNC:3816,level 3,RSPH1,radial spoke head component 1,HGNC:12371,level 3,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,level 3,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,level 3,,,,,,,,,,,,,,,,,FOXJ1,forkhead box J1,HGNC:3816,level 3,CDHR3,cadherin related family member 3,HGNC:26308,level 3,CDHR4,cadherin related family member 4,HGNC:34527,level 3,,,,,,,,,,,,,,,,,,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,,,,,"Heitzman, E. Robert, Bedros Markarian, Ira Berger, and Edwin Dailey. “The Secondary Pulmonary Lobule: A Practical Concept for Interpretation of Chest Radiographs.” Radiology 93, no. 3 (September 1, 1969): 507–12. https://doi.org/10.1148/93.3.507.",https://doi.org/10.1148/93.3.507,,"Lynne Reid. “The Secondary Lobule in the Adult Human Lung, with Special Reference to Its Appearance in Bronchograms.” Thorax 13, no. 2 (June 1, 1958): 110. https://doi.org/10.1136/thx.13.2.110.",https://doi.org/10.1136/thx.13.2.110,
respiratory system,respiratory system,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,lung,lung,UBERON:0002048,,secondary pulmonary lobule,secondary pulmonary lobule,UBERON:0010369,,terminal/ transitional bronchiole,terminal bronchiole,UBERON:0002187,3-5 terminal bronchioles compose a secondary Pulm lobule,terminal bronchiole epithelium,terminal bronchiole epithelium,UBERON:0001958,,,,,,,,,,,,,,,,,,,,,club cell,club cell,CL:0000158,,CDH1,CDH1,HGNC:1748,level 1,EPCAM,epithelial cell adhesion molecule,HGNC:11529,level 1,ELF3,E74 like ETS transcription factor 3,HGNC:3318,level 1,FXYD3,FXYD domain containing ion transport regulator 3,HGNC:4027,level 1,TSPAN1,tetraspanin 1,HGNC:20657,level 2,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,level 3,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,level 3,CYP2F1,cytochrome P450 family 2 subfamily F member 1,HGNC:2632,level 3,,,,,,,,,,,,,,,,,,,,,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,level 3,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,level 3,,,,,,,,,,,,,,,,,,,,,,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,,,,,"Heitzman, E. Robert, Bedros Markarian, Ira Berger, and Edwin Dailey. “The Secondary Pulmonary Lobule: A Practical Concept for Interpretation of Chest Radiographs.” Radiology 93, no. 3 (September 1, 1969): 507–12. https://doi.org/10.1148/93.3.507.",https://doi.org/10.1148/93.3.507,,"Lynne Reid. “The Secondary Lobule in the Adult Human Lung, with Special Reference to Its Appearance in Bronchograms.” Thorax 13, no. 2 (June 1, 1958): 110. https://doi.org/10.1136/thx.13.2.110.",https://doi.org/10.1136/thx.13.2.110,
respiratory system,respiratory system,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,lung,lung,UBERON:0002048,,secondary pulmonary lobule,secondary pulmonary lobule,UBERON:0010369,,terminal/ transitional bronchiole,terminal bronchiole,UBERON:0002187,3-5 terminal bronchioles compose a secondary Pulm lobule,terminal bronchiole epithelium,terminal bronchiole epithelium,UBERON:0001958,,,,,,,,,,,,,,,,,,,,,basal cell of epithelium of terminal bronchiole,basal cell of epithelium of terminal bronchiole,CL:1000350,,CDH1,CDH1,HGNC:1748,level 1,EPCAM,epithelial cell adhesion molecule,HGNC:11529,level 1,ELF3,E74 like ETS transcription factor 3,HGNC:3318,level 1,FXYD3,FXYD domain containing ion transport regulator 3,HGNC:4027,level 1,TSPAN1,tetraspanin 1,HGNC:20657,level 2,TP63,tumor protein p63,HGNC:15979,level 3,KRT5,keratin 5,HGNC:6442,level 3,NGFR,nerve growth factor receptor,HGNC:7809,level 3,,,,,,,,,,,,,,,,,,,,,TP63,tumor protein p63,HGNC:15979,level 3,KRT5,keratin 5,HGNC:6442,level 3,NGFR,nerve growth factor,HGNC:7809,level 3,TRPC6,transient receptor potential cation channel subfamily C member 6,HGNC:12338,level 3,,,,,,,,,,,,,,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,,,,,"Heitzman, E. Robert, Bedros Markarian, Ira Berger, and Edwin Dailey. “The Secondary Pulmonary Lobule: A Practical Concept for Interpretation of Chest Radiographs.” Radiology 93, no. 3 (September 1, 1969): 507–12. https://doi.org/10.1148/93.3.507.",https://doi.org/10.1148/93.3.507,,"Lynne Reid. “The Secondary Lobule in the Adult Human Lung, with Special Reference to Its Appearance in Bronchograms.” Thorax 13, no. 2 (June 1, 1958): 110. https://doi.org/10.1136/thx.13.2.110.",https://doi.org/10.1136/thx.13.2.110,
respiratory system,respiratory system,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,lung,lung,UBERON:0002048,,secondary pulmonary lobule,secondary pulmonary lobule,UBERON:0010369,,terminal/ transitional bronchiole,terminal bronchiole,UBERON:0002187,3-5 terminal bronchioles compose a secondary Pulm lobule,pulmonary acinus,pulmonary acinus,UBERON:0008874,defined by a terminal bronchiole,respiratory bronchiole,respiratory bronchiole,UBERON:0002188,,smooth muscle tissue of respiratory bronchiole,smooth muscle tissue of respiratory bronchiole,UBERON:0004517,,,,,,,,,,,,,bronchiolar smooth muscle cell,bronchiolar smooth muscle cell,CL:4033017,,COL1A2,collagen type I alpha 2 chain,HGNC:2198,level 1,DCN,decorin,HGNC:2705,level 1,MFAP4,microfibril associated protein 4,HGNC:7035,level 1,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,level 2,DES,desmin,HGNC:2770,level 2,CNN1,calponin 1,HGNC:2155,level 3,TAGLN,transgelin,HGNC:11553,level 3,PLN,phospholamban,HGNC:9080,level 3,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,level 3,MYH11,myosin heavy chain 11,HGNC:7569,level 3,,,,,,,,,,,,,ACTG1,actin gamma 1,HGNC:144,level 2,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,level 3,TAGLN,transgelin,HGNC:11553,level 3,LGR6,leucine rich repeat containing G protein-coupled receptor 6,HGNC:19719,level 3,CNN1,calponin 1,HGNC:2155,level 3,,,,,,,,,,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,,,,,"Heitzman, E. Robert, Bedros Markarian, Ira Berger, and Edwin Dailey. “The Secondary Pulmonary Lobule: A Practical Concept for Interpretation of Chest Radiographs.” Radiology 93, no. 3 (September 1, 1969): 507–12. https://doi.org/10.1148/93.3.507.",https://doi.org/10.1148/93.3.507,,"Lynne Reid. “The Secondary Lobule in the Adult Human Lung, with Special Reference to Its Appearance in Bronchograms.” Thorax 13, no. 2 (June 1, 1958): 110. https://doi.org/10.1136/thx.13.2.110.",https://doi.org/10.1136/thx.13.2.110,
respiratory system,respiratory system,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,lung,lung,UBERON:0002048,,secondary pulmonary lobule,secondary pulmonary lobule,UBERON:0010369,,terminal/ transitional bronchiole,terminal bronchiole,UBERON:0002187,3-5 terminal bronchioles compose a secondary Pulm lobule,pulmonary acinus,pulmonary acinus,UBERON:0008874,defined by a terminal bronchiole,respiratory bronchiole,respiratory bronchiole,UBERON:0002188,,epithelium of respiratory bronchiole,epithelium of respiratory bronchiole,UBERON:0001955,,,,,,,,,,,,,club cell,club cell,CL:0000158,,CDH1,CDH1,HGNC:1748,level 1,EPCAM,epithelial cell adhesion molecule,HGNC:11529,level 1,ELF3,E74 like ETS transcription factor 3,HGNC:3318,level 1,FXYD3,FXYD domain containing ion transport regulator 3,HGNC:4027,level 1,TSPAN1,tetraspanin 1,HGNC:20657,level 2,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,level 3,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,level 3,CYP2F2,cytochrome P450 family 2 subfamily F member 1,HGNC:2632,level 3,,,,,,,,,,,,,,,,,,,,,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,level 3,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,level 3,,,,,,,,,,,,,,,,,,,,,,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,,,,,"Heitzman, E. Robert, Bedros Markarian, Ira Berger, and Edwin Dailey. “The Secondary Pulmonary Lobule: A Practical Concept for Interpretation of Chest Radiographs.” Radiology 93, no. 3 (September 1, 1969): 507–12. https://doi.org/10.1148/93.3.507.",https://doi.org/10.1148/93.3.507,,"Lynne Reid. “The Secondary Lobule in the Adult Human Lung, with Special Reference to Its Appearance in Bronchograms.” Thorax 13, no. 2 (June 1, 1958): 110. https://doi.org/10.1136/thx.13.2.110.",https://doi.org/10.1136/thx.13.2.110,
respiratory system,respiratory system,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,lung,lung,UBERON:0002048,,secondary pulmonary lobule,secondary pulmonary lobule,UBERON:0010369,,terminal/ transitional bronchiole,terminal bronchiole,UBERON:0002187,3-5 terminal bronchioles compose a secondary Pulm lobule,pulmonary acinus,pulmonary acinus,UBERON:0008874,defined by a terminal bronchiole,respiratory bronchiole,respiratory bronchiole,UBERON:0002188,,epithelium of respiratory bronchiole,epithelium of respiratory bronchiole,UBERON:0001955,,,,,,,,,,,,,basal cell of epithelium of respiratory bronchiole,basal cell of epithelium of respiratory bronchiole,CL:1000351,,CDH1,CDH1,HGNC:1748,level 1,EPCAM,epithelial cell adhesion molecule,HGNC:11529,level 1,ELF3,E74 like ETS transcription factor 3,HGNC:3318,level 1,FXYD3,FXYD domain containing ion transport regulator 3,HGNC:4027,level 1,TSPAN1,tetraspanin 1,HGNC:20657,level 2,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,level 3,KLK11,kallikrein related peptidase 11,HGNC:6359,level 3,SOX4,SRY-box transcription factor 4,HGNC:11200,level 3,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,level 3,,,,,,,,,,,,,,,,,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,level 3,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,level 3,,,,,,,,,,,,,,,,,,,,,,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,,,,,"Heitzman, E. Robert, Bedros Markarian, Ira Berger, and Edwin Dailey. “The Secondary Pulmonary Lobule: A Practical Concept for Interpretation of Chest Radiographs.” Radiology 93, no. 3 (September 1, 1969): 507–12. https://doi.org/10.1148/93.3.507.",https://doi.org/10.1148/93.3.507,,"Lynne Reid. “The Secondary Lobule in the Adult Human Lung, with Special Reference to Its Appearance in Bronchograms.” Thorax 13, no. 2 (June 1, 1958): 110. https://doi.org/10.1136/thx.13.2.110.",https://doi.org/10.1136/thx.13.2.110,
respiratory system,respiratory system,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,lung,lung,UBERON:0002048,,secondary pulmonary lobule,secondary pulmonary lobule,UBERON:0010369,,terminal/ transitional bronchiole,terminal bronchiole,UBERON:0002187,3-5 terminal bronchioles compose a secondary Pulm lobule,pulmonary acinus,pulmonary acinus,UBERON:0008874,defined by a terminal bronchiole,respiratory bronchiole,respiratory bronchiole,UBERON:0002188,,epithelium of respiratory bronchiole,epithelium of respiratory bronchiole,UBERON:0001955,,,,,,,,,,,,,lung ciliated cell,lung ciliated cell,CL:1000271,,CDH1,CDH1,HGNC:1748,level 1,EPCAM,epithelial cell adhesion molecule,HGNC:11529,level 1,ELF3,E74 like ETS transcription factor 3,HGNC:3318,level 1,FXYD3,FXYD domain containing ion transport regulator 3,HGNC:4027,level 1,TSPAN1,tetraspanin 1,HGNC:20657,level 2,FOXJ1,forkhead box J1,HGNC:3816,level 3,RSPH1,radial spoke head component 1,HGNC:12371,level 3,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,level 3,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,level 3,,,,,,,,,,,,,,,,,FOXJ1,forkhead box J1,HGNC:3816,level 3,CDHR3,cadherin related family member 3,HGNC:26308,level 3,CDHR4,cadherin related family member 4,HGNC:34527,level 3,,,,,,,,,,,,,,,,,,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,,,,,"Heitzman, E. Robert, Bedros Markarian, Ira Berger, and Edwin Dailey. “The Secondary Pulmonary Lobule: A Practical Concept for Interpretation of Chest Radiographs.” Radiology 93, no. 3 (September 1, 1969): 507–12. https://doi.org/10.1148/93.3.507.",https://doi.org/10.1148/93.3.507,,"Lynne Reid. “The Secondary Lobule in the Adult Human Lung, with Special Reference to Its Appearance in Bronchograms.” Thorax 13, no. 2 (June 1, 1958): 110. https://doi.org/10.1136/thx.13.2.110.",https://doi.org/10.1136/thx.13.2.110,
respiratory system,respiratory system,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,lung,lung,UBERON:0002048,,secondary pulmonary lobule,secondary pulmonary lobule,UBERON:0010369,,terminal/ transitional bronchiole,terminal bronchiole,UBERON:0002187,3-5 terminal bronchioles compose a secondary Pulm lobule,pulmonary acinus,pulmonary acinus,UBERON:0008874,defined by a terminal bronchiole,respiratory bronchiole,respiratory bronchiole,UBERON:0002188,,alveolus of lung on respiratory bronchiole,alveolus of lung,UBERON:0002299,,pulmonary capillary,pulmonary capillary,UBERON:0016405,,,,,,,,,CAP2 aerocyte capillary aCap,alveolar capillary type 2 endothelial cell,CL:4028003,,CLDN5,claudin 5,HGNC:2047,level 2,NOTCH4,NOTCH4,HGNC:7884,level 2,CLEC14A,C-type lectin domain containing 14A,HGNC:19832,level 2,ECSCR,endothelial cell surface expressed chemotaxis and apoptosis regulator,HGNC:35454,level 2,EDNRB,endothelin receptor type B,HGNC:3180,level 3,APLN,apelin,HGNC:16665,level 3,CA4,carbonic anhydrase 4,HGNC:1375,level 3 /Car4,,,,,,,,,,,,,,,,,,,,,,,,,PECAM1,platelet and endothelial cell adhesion molecule 1,HGNC:8823,level 2,EDNRB,endothelin receptor type B,HGNC:3180,level 3,APLN,apelin,HGNC:16665,level 3,CA4,carbonic anhydrase 4,HGNC:1375,level 3,,,,,,,,,,,,,,,Secondary Pulmonary Lobule,Secondary Pulmonary Lobule,UBERON:0010369,,Alveolus,alveolus of lung,UBERON:0002299,"Heitzman, E. Robert, Bedros Markarian, Ira Berger, and Edwin Dailey. “The Secondary Pulmonary Lobule: A Practical Concept for Interpretation of Chest Radiographs.” Radiology 93, no. 3 (September 1, 1969): 507–12. https://doi.org/10.1148/93.3.507.",https://doi.org/10.1148/93.3.507,,"Lynne Reid. “The Secondary Lobule in the Adult Human Lung, with Special Reference to Its Appearance in Bronchograms.” Thorax 13, no. 2 (June 1, 1958): 110. https://doi.org/10.1136/thx.13.2.110.",https://doi.org/10.1136/thx.13.2.110,
